LNR,RESPONSE
21722,0.6495709419250488
21728,0.1275612413883209
22039,0.4635394215583801
22044,0.1732984334230423
61900,0.1377720236778259
62548,0.6400139927864075
63176,0.1321419179439544
64473,0.5859006643295288
64779,0.7458944916725159
64780,0.0991356149315834
64784,0.223113477230072
65105,0.4954270124435425
65431,0.7403168082237244
65433,0.7393767833709717
66055,0.1152290850877761
66071,0.4635394215583801
61280,0.7137238383293152
61281,0.637840747833252
61284,0.1532388925552368
61597,0.1244056895375251
61606,0.1873584985733032
62235,0.7430840730667114
62240,0.2310597151517868
62241,0.1727263331413269
62555,0.6266518235206604
62557,0.4728291630744934
62565,0.1553369015455246
62566,0.7235449552536011
63515,0.1324955970048904
63524,0.8211537599563599
64797,0.1935921162366867
65116,0.4552640616893768
75249,0.2524069547653198
75253,0.7044631242752075
75575,0.5214798450469971
76212,0.294165164232254
71422,0.1735561937093734
72059,0.600047767162323
72060,0.206882357597351
72383,0.1531950235366821
72386,0.1722679436206817
72700,0.1451348662376403
72715,0.1831263452768325
73028,0.2280368208885193
73346,0.1972994804382324
73658,0.1393747478723526
73662,0.8254837393760681
73666,0.513089120388031
73668,0.5138340592384338
73985,0.788009762763977
74299,0.0982169359922409
74310,0.6951963305473328
74312,0.5697692632675171
74619,0.1446831226348877
74620,0.1090519577264785
74627,0.1075580045580864
74938,0.2130313366651535
74952,0.2138953059911728
75911,0.218427687883377
75913,0.1403486281633377
76221,0.169108510017395
76227,0.1129330620169639
71448,0.1582517027854919
15887,0.1022149622440338
15498,0.1194193437695503
15504,0.6521568894386292
15507,0.156591460108757
15521,0.1600233763456344
24403,0.1268145889043808
24100,0.7308723330497742
24436,0.1107891723513603
24440,0.1421805918216705
24442,0.4468230605125427
24148,0.1205686032772064
24149,0.1182668209075927
24155,0.209501177072525
24458,0.1936155259609222
24169,0.6981798410415649
24477,0.7555673718452454
24479,0.2381060123443603
24486,0.2127351015806198
24190,0.6318928003311157
24515,0.6313199996948242
24214,0.7768009901046753
25183,0.4635394215583801
25207,0.1709876656532287
24889,0.6882842779159546
24890,0.1696392148733139
25226,0.4701278507709503
25232,0.4993452131748199
25244,0.0673288851976394
25339,0.1187123358249664
25355,0.6930311322212219
24958,0.127787709236145
25277,0.1454166769981384
25286,0.726492166519165
24988,0.4635394215583801
25298,0.1195492297410965
25309,0.7795721292495728
25315,0.1429707109928131
25014,0.5214798450469971
25322,0.1222090646624565
25333,0.6430423259735107
25025,0.5609273314476013
24726,0.1918342858552932
24735,0.4849591553211212
25055,0.1574107259511947
25056,0.1439372599124908
24746,0.6608922481536865
25061,0.2371888905763626
25067,0.1552275568246841
25074,0.1051463410258293
24773,0.1773494631052017
25080,0.4849591553211212
25086,0.5401857495307922
25088,0.1578002870082855
24777,0.2579489350318908
24796,0.1327051222324371
25104,0.1045164093375206
24806,0.0981074795126915
25118,0.2137163132429123
24822,0.5532428026199341
82811,0.677826464176178
83449,0.7658298015594482
83459,0.4849591553211212
83770,0.4550731778144836
84091,0.1936209499835968
84096,0.0761260390281677
84737,0.563400149345398
85048,0.5172468423843384
85049,0.7149316668510437
85051,0.1736884117126464
85369,0.1098669990897178
85374,0.1878722161054611
85380,0.7537652850151062
82190,0.1555928885936737
82505,0.5078116655349731
82515,0.1542774885892868
82517,0.202215164899826
82821,0.4763263463973999
83140,0.5181732773780823
788,0.1228879392147064
1102,0.1263800859451294
1109,0.173706516623497
821,0.1137567460536956
829,0.2057193666696548
837,0.6921728849411011
845,0.5686191916465759
1163,0.7032668590545654
861,0.4849591553211212
899,0.151477113366127
1207,0.6210154891014099
906,0.2030151337385177
1221,0.7224927544593811
1545,0.2062103599309921
1546,0.6762565970420837
1555,0.221977099776268
1556,0.8145448565483093
1879,0.0995550528168678
1885,0.6965375542640686
1593,0.186118870973587
1902,0.6278712749481201
1611,0.2161412537097931
1921,0.2257366329431533
1927,0.7102574706077576
1651,0.183816447854042
1978,0.7364910840988159
1718,0.2753247618675232
1722,0.1352011114358902
1734,0.5103521347045898
41705,0.1221286728978157
41711,0.4635394215583801
41712,0.1652247756719589
42029,0.1780079305171966
42347,0.1172048076987266
42352,0.1265818476676941
42353,0.0943886414170265
42671,0.635853111743927
42987,0.0851054489612579
43310,0.2284139096736908
43627,0.1755957156419754
43629,0.1414248049259185
43945,0.4339502453804016
43953,0.1485953778028488
43954,0.7738619446754456
43961,0.1707904934883117
44280,0.1967696100473404
44917,0.1229369267821312
44924,0.5789102911949158
44927,0.163517341017723
45244,0.1779722720384597
45570,0.6988065242767334
45584,0.6989843249320984
41721,0.1336242109537124
41739,0.4954270124435425
42054,0.5298343300819397
42369,0.0926200151443481
42689,0.1472457349300384
43019,0.1776309013366699
43331,0.7197948098182678
51328,0.2136030346155166
51644,0.7088775634765625
51653,0.4861579537391662
51969,0.2597922086715698
52308,0.7388012409210205
52310,0.1625233888626098
52626,0.7567020058631897
52638,0.2211164236068725
52940,0.1506674140691757
52954,0.7506906986236572
55194,0.5093882083892822
55196,0.2153324633836746
55526,0.4635394215583801
55847,0.1323190182447433
55848,0.4552640616893768
51024,0.4550731778144836
51031,0.1478527039289474
51342,0.6113215684890747
51348,0.1511685401201248
51666,0.3288744688034057
51674,0.0910234153270721
51680,0.7818602323532104
52331,0.3396881818771362
53302,0.523704469203949
82163,0.7339780926704407
82481,0.1914612054824829
82498,0.2104536592960357
55852,0.4849591553211212
55858,0.1527537107467651
55859,0.1052174568176269
51037,0.4764491021633148
51039,0.1711283475160598
51683,0.6490561366081238
51685,0.1698827147483825
51695,0.2465868890285492
51702,0.1723781526088714
52343,0.6074105501174927
52353,0.4870118796825409
53314,0.4635394215583801
53322,0.4564188718795776
53950,0.6916232705116272
54597,0.0798389911651611
54925,0.1795874387025833
55245,0.7495720982551575
55558,0.4928681552410126
55882,0.574009895324707
51384,0.1775305718183517
51703,0.6971753239631653
51706,0.1906771063804626
51711,0.7189692258834839
52041,0.1523254662752151
52047,0.1905070543289184
52369,0.5818235874176025
52689,0.1056986972689628
53331,0.1309404075145721
53341,0.197388157248497
63455,0.6283159852027893
63780,0.1821516901254654
63783,0.4849591553211212
64096,0.1948543190956115
64104,0.1090768128633499
64109,0.1556447744369506
64422,0.2268706113100052
65391,0.4552640616893768
65705,0.2126380354166031
65709,0.2351267039775848
61568,0.5274069905281067
62203,0.2505798041820526
62850,0.21345816552639
62851,0.7691898345947266
63164,0.26912921667099
63491,0.4383012056350708
63796,0.121514543890953
63799,0.7264041900634766
63802,0.1731511354446411
63812,0.5266128778457642
64127,0.1743006557226181
64449,0.6046462059020996
64771,0.1180267408490181
65082,0.4954270124435425
65399,0.1775897443294525
66039,0.4550731778144836
66048,0.098897211253643
71758,0.6980732083320618
72077,0.4849591553211212
72087,0.4550731778144836
72405,0.4978532493114471
72723,0.1302281469106674
72735,0.1871199607849121
73046,0.2006954699754715
73682,0.166815310716629
73694,0.181570217013359
73696,0.649219274520874
74317,0.664280354976654
74974,0.2055851966142654
75286,0.142568364739418
75605,0.1737431734800338
75612,0.4784993231296539
75929,0.4660551249980926
76239,0.0965829417109489
71471,0.1483093202114105
71776,0.1886777281761169
71779,0.1
72112,0.2375262677669525
72417,0.1794798523187637
72420,0.1306772232055664
72425,0.719499945640564
73073,0.0594164133071899
73393,0.1632952541112899
73714,0.1013438180088996
74337,0.7306504845619202
74347,0.1276992708444595
74354,0.6836399435997009
74666,0.1078010573983192
74667,0.5151946544647217
74990,0.7663166522979736
75949,0.1599085181951522
75952,0.1264732927083969
71486,0.8015751242637634
71805,0.7161285281181335
71813,0.7722361087799072
72130,0.0852296650409698
72437,0.24564029276371
82469,0.4853929877281189
82788,0.1447865068912506
82793,0.4870118796825409
83111,0.5364540219306946
83113,0.1600248664617538
83420,0.8048457503318787
83425,0.3020604848861694
83428,0.4468230605125427
83433,0.1986186355352401
83759,0.7607711553573608
84381,0.6812105774879456
84709,0.6760833263397217
85024,0.7045405507087708
85026,0.2564550638198852
85671,0.6896629333496094
35158,0.1213718280196189
34851,0.1361597776412964
34853,0.7551347613334656
34859,0.124038428068161
35162,0.2830650806427002
35165,0.4870118796825409
34865,0.1038704887032508
34877,0.5647776126861572
34898,0.1044310927391052
35203,0.1645098328590393
34902,0.2735967338085174
34907,0.1205660253763198
34930,0.7181204557418823
34939,0.1123405024409294
35249,0.7008322477340698
35561,0.1493410021066665
35568,0.4870118796825409
35572,0.1760437786579132
35574,0.4371400475502014
35575,0.1664529889822006
35889,0.4468230605125427
35583,0.1882433742284774
35587,0.1023231297731399
35597,0.225967988371849
35900,0.1609823405742645
35602,0.7378184795379639
35606,0.5245873928070068
35922,0.099078856408596
35936,0.1063989475369453
41020,0.7211906909942627
41028,0.667488157749176
41344,0.1440381705760955
41666,0.5055920481681824
42319,0.6767004728317261
42634,0.5329892039299011
42944,0.5405650734901428
42952,0.216495856642723
42954,0.1157512739300727
43274,0.1419546157121658
43582,0.4552640616893768
43590,0.150035411119461
43594,0.6887243986129761
43909,0.4359889924526214
43917,0.6295914649963379
44561,0.0835983008146286
45202,0.7009381651878357
45210,0.175612524151802
41684,0.697908878326416
41691,0.1483034193515777
42333,0.2103297412395477
42660,0.2168191969394683
42963,0.2273767590522766
42979,0.1579417288303375
43287,0.1999334394931793
44582,0.4552640616893768
45233,0.3396369814872741
45544,0.1951421201229095
45550,0.1721749156713485
40729,0.2386539727449417
41379,0.4923029541969299
41395,0.7030785083770752
4332,0.1467308402061462
4346,0.1320333480834961
4044,0.7531973719596863
5031,0.5983690619468689
5033,0.2128163129091262
5057,0.6735866069793701
4737,0.2075112909078598
5067,0.5596380233764648
4757,0.1409704685211181
4758,0.4635394215583801
4762,0.1813477575778961
4780,0.4550731778144836
5183,0.1695893257856369
5191,0.1766416132450103
5198,0.4635394215583801
4802,0.2534162402153015
5126,0.5214798450469971
5132,0.6252288818359375
4830,0.4286246001720428
5154,0.6314716339111328
4854,0.4550731778144836
4861,0.1463836729526519
5180,0.1704627275466919
4574,0.1363513469696045
4896,0.1885086894035339
4592,0.101539060473442
4599,0.1441221982240677
4914,0.6613445281982422
4604,0.194676786661148
4932,0.2599758207798004
4623,0.225594937801361
4633,0.765827476978302
4636,0.1305077224969864
4944,0.1643729358911514
4949,0.533454418182373
4644,0.4550731778144836
4977,0.7321146130561829
4674,0.4849591553211212
4986,0.1990444064140319
4683,0.1133748665452003
4686,0.1189684495329856
4691,0.1038748398423194
4700,0.6478645205497742
5018,0.1755399405956268
5341,0.6952747702598572
5646,0.6780608296394348
5647,0.4939120411872864
5649,0.1242558807134628
5661,0.12041986733675
5671,0.7384191155433655
5677,0.7577639222145081
5375,0.1462454050779342
5396,0.5363174080848694
5410,0.0938167721033096
5411,0.1281810402870178
5714,0.7013244032859802
5427,0.2108800560235977
5436,0.2053859084844589
5725,0.6808639764785767
5733,0.6098917722702026
5454,0.6688871383666992
10241,0.1519696116447448
10566,0.1878408044576645
10579,0.1452579647302627
929,0.1195448040962219
935,0.6890658736228943
1261,0.0969502851366996
951,0.1530774086713791
952,0.4870118796825409
955,0.1394056379795074
1295,0.6744792461395264
966,0.0997770354151725
974,0.1253559291362762
1305,0.0980684012174606
995,0.7538325190544128
998,0.0762046873569488
1403,0.6680060625076294
1001,0.2349393963813781
1009,0.1461799144744873
1338,0.6659877896308899
1029,0.4550731778144836
1053,0.2435510605573654
1062,0.1283116042613983
1067,0.1635092198848724
1071,0.1140622422099113
9957,0.1888712346553802
9960,0.7286397814750671
9671,0.4870118796825409
9680,0.6378968954086304
9982,0.6378434300422668
9700,0.6088008880615234
9712,0.4564317762851715
10023,0.7729907035827637
10042,0.2944746017456054
10043,0.2023587077856063
10048,0.6726840734481812
10049,0.1642046570777893
10054,0.1214172095060348
10057,0.1993446946144104
10388,0.1806995123624801
10396,0.2864391505718231
10700,0.0802884846925735
10716,0.4849591553211212
10418,0.1136711239814758
10730,0.752579391002655
10733,0.1408767253160476
10429,0.6513567566871643
10844,0.2499057352542877
10856,0.1892148703336715
10448,0.1178423166275024
10451,0.1017316505312919
10458,0.1780429482460022
10743,0.1352948695421219
10753,0.1327056139707565
10756,0.0992962941527366
10465,0.745939314365387
10488,0.701320230960846
10490,0.1546284258365631
10495,0.5214798450469971
10510,0.1376341879367828
10818,0.2250031232833862
10531,0.2053675502538681
10823,0.16490538418293
10544,0.6842373013496399
10553,0.149820014834404
31437,0.140318214893341
31442,0.1161796450614929
31451,0.6310406923294067
31453,0.7673882246017456
31143,0.5266656875610352
31146,0.1586263179779052
31149,0.4870118796825409
31460,0.1694890260696411
31466,0.6041567921638489
31472,0.4552640616893768
31788,0.1408971399068832
32113,0.4635394215583801
31807,0.1178985238075256
32122,0.1893047392368316
32127,0.2543814778327942
31820,0.1181960180401802
31832,0.4550731778144836
32267,0.1506367325782776
31860,0.2403566390275955
31873,0.6097065210342407
32168,0.6357460618019104
32177,0.5172468423843384
31882,0.5215895771980286
31896,0.6664412617683411
31910,0.2062638252973556
32211,0.7339488863945007
32232,0.6689440608024597
31943,0.4764491021633148
31950,0.2736790478229522
32243,0.7241407036781311
31966,0.2103715538978576
31976,0.6011847853660583
31666,0.178149327635765
31674,0.25771164894104
31989,0.7007563710212708
31990,0.1870212256908416
31991,0.2089979201555252
31997,0.2383185476064682
31692,0.4635394215583801
31719,0.1241669654846191
31723,0.712963342666626
32039,0.1266160309314727
32042,0.161807507276535
31739,0.4468230605125427
32061,0.2046045511960983
32062,0.1434711068868637
44333,0.1277442425489425
44656,0.1371386498212814
44658,0.4920356273651123
44976,0.2136027663946151
44990,0.4550731778144836
45312,0.2118503302335739
45644,0.2070061564445495
41146,0.4635394215583801
41459,0.8139827847480774
41462,0.18109692633152
41787,0.1378298997879028
42422,0.6001852750778198
42743,0.1114557459950447
43076,0.1770681291818618
44350,0.1392511129379272
44353,0.1980669945478439
44356,0.2323926240205764
25163,0.4552640616893768
25490,0.1706666648387909
25811,0.4635394215583801
25501,0.4903372824192047
25502,0.1298195272684097
25505,0.141102060675621
25835,0.1348865181207656
25966,0.261074423789978
25973,0.1956909000873565
25570,0.252936452627182
25862,0.177326425909996
25871,0.1126077771186828
25877,0.1477014720439911
34738,0.1406051218509674
34445,0.142033115029335
34447,0.1147613897919654
34754,0.5475371479988098
34764,0.6783517599105835
34772,0.5877652764320374
34775,0.137055441737175
34484,0.1187802776694297
34180,0.5833182334899902
34199,0.4471227824687958
34527,0.4635394215583801
34226,0.7090547680854797
34555,0.1373900324106216
34243,0.4824588298797607
34252,0.2499918341636657
34267,0.1606965810060501
34276,0.6899004578590393
34584,0.1333938539028167
34283,0.4635394215583801
34290,0.3344610333442688
34291,0.2105680853128433
34295,0.6966637372970581
34599,0.1073859557509422
34603,0.6480066180229187
35267,0.4661845564842224
35270,0.2743231654167175
35279,0.5656890869140625
35300,0.2635045647621155
34981,0.1009942442178726
35338,0.6371955275535583
35425,0.5622861981391907
35426,0.4228659272193908
35432,0.734495997428894
35022,0.7983784079551697
35347,0.2358062416315078
35062,0.6382932066917419
35072,0.143189251422882
35104,0.2980628311634063
35106,0.4553007781505584
35114,0.2048754692077636
35131,0.1573209911584854
21744,0.1823529005050659
21754,0.1644592434167862
21784,0.1312550008296966
22088,0.1469428837299347
22095,0.1470647603273391
21806,0.5305302739143372
21811,0.1247754096984863
22099,0.6815733909606934
22104,0.6588227152824402
21819,0.4468230605125427
21822,0.2335474342107772
21834,0.1648116707801818
21858,0.7984864711761475
21862,0.7878417372703552
21875,0.1562273949384689
22163,0.1642869561910629
21909,0.2265940606594085
21910,0.7866955399513245
21913,0.5469104647636414
21650,0.191425085067749
21966,0.1504928320646286
21977,0.4784993231296539
21662,0.1514923423528671
21665,0.1047397702932357
21668,0.1850242614746093
21683,0.2728338241577148
21697,0.6252985000610352
22665,0.0883321911096572
31548,0.1896274983882904
31553,0.1898968964815139
31555,0.0867752879858017
31232,0.2026850879192352
31647,0.2369003146886825
31243,0.1413239538669586
31266,0.4672355651855469
31274,0.2137032896280288
31590,0.1188812628388404
31294,0.1276260167360305
31296,0.7308773398399353
31600,0.170889213681221
31314,0.1817248463630676
31358,0.1053670197725296
31369,0.1532987207174301
31376,0.1441386640071869
31070,0.2795795202255249
31382,0.3116113841533661
31385,0.1552434265613556
31393,0.1339166462421417
31086,0.1956980228424072
31114,0.155008390545845
12861,0.1077636182308197
13182,0.4635394215583801
13185,0.1843616664409637
13190,0.1812239289283752
13194,0.7440851926803589
13536,0.4635394215583801
13542,0.2624976634979248
13559,0.1208301931619644
13600,0.3722087442874908
13608,0.5659295320510864
13922,0.2236337214708328
13934,0.4844701290130615
13634,0.1476132720708847
13948,0.7226735353469849
13961,0.6899285316467285
13973,0.6215243339538574
13976,0.1815083771944046
13987,0.1975631862878799
13989,0.1031800583004951
13993,0.120613120496273
13685,0.1947759836912155
13397,0.7932317852973938
13714,0.2304541319608688
13408,0.1198570951819419
13416,0.7363409996032715
13734,0.5349299907684326
13429,0.5129672884941101
13743,0.1189192309975624
13745,0.1630316376686096
13440,0.527052104473114
13455,0.2370011359453201
13461,0.4784993231296539
13469,0.7320590019226074
13780,0.0876398161053657
13483,0.1123601570725441
13486,0.1477015018463134
13805,0.5538287162780762
13503,0.2385247498750686
13821,0.128941997885704
14154,0.2476062923669815
14463,0.6972005367279053
14464,0.1282392591238021
14467,0.1462447494268417
14484,0.1240115538239479
14494,0.4858468174934387
14182,0.7009429335594177
14513,0.0915051773190498
14517,0.4635394215583801
14200,0.1679320931434631
14230,0.4764491021633148
14533,0.1425517797470092
14536,0.5820339322090149
14245,0.7400541305541992
14246,0.1515071243047714
14260,0.2243170291185379
14263,0.769615888595581
14571,0.4849591553211212
14574,0.176332414150238
14278,0.1944161653518676
14279,0.1254107654094696
14585,0.6661199331283569
14589,0.6754788160324097
14590,0.1060131415724754
3494,0.5182005167007446
3497,0.1347823590040207
3824,0.241284504532814
3839,0.4635394215583801
3513,0.7562116980552673
3937,0.1415177881717682
3532,0.1609603762626648
3533,0.217809110879898
3537,0.7706627249717712
3848,0.5214798450469971
3543,0.7221970558166504
3549,0.6781842112541199
3553,0.1199703887104988
3871,0.1867882758378982
3880,0.2506364285945892
3568,0.680875837802887
3573,0.1778347045183181
3898,0.7406551241874695
3585,0.1088088378310203
3591,0.4849591553211212
3313,0.6445621848106384
3628,0.4876108169555664
3356,0.171900525689125
3666,0.114987276494503
3390,0.1118565201759338
3704,0.1322043240070343
3719,0.2394784986972808
3406,0.5532428026199341
3722,0.6181950569152832
3438,0.7202402949333191
3743,0.1847244501113891
3751,0.1325400471687317
4386,0.1996533572673797
4081,0.5568564534187317
4084,0.2619750201702118
4086,0.6767348051071167
4407,0.4550731778144836
4420,0.4784993231296539
4106,0.2316032797098159
4108,0.2042027413845062
4113,0.7124038338661194
4114,0.1678948104381561
4429,0.1986097395420074
4433,0.6721362471580505
4124,0.1733986735343933
4145,0.7117577791213989
4465,0.5129672884941101
4218,0.1312242597341537
4504,0.0871736481785774
4520,0.4849591553211212
4523,0.2130128592252731
4249,0.1277414858341217
3946,0.1806358695030212
3950,0.1811890453100204
4293,0.1644576340913772
5752,0.4635394215583801
5470,0.2475882321596145
5775,0.0927452221512794
5777,0.1535370796918869
5492,0.1991247832775116
5494,0.5383030772209167
5495,0.1431486308574676
5788,0.7393537163734436
5793,0.4870118796825409
14054,0.6225987672805786
14057,0.4493124783039093
14398,0.1372795701026916
14416,0.1386288702487945
14098,0.1644539386034011
14100,0.5151946544647217
14103,0.096710979938507
14106,0.1626656502485275
14421,0.4849591553211212
14426,0.7700539827346802
14430,0.4968206584453583
14128,0.2136778533458709
14130,0.6343115568161011
15110,0.131397932767868
14789,0.5417008399963379
14793,0.1729007363319397
15120,0.1217007935047149
15128,0.233107328414917
15138,0.2183976024389267
14849,0.2107023000717163
14853,0.1741438210010528
14859,0.1111383140087127
15199,0.2769599258899688
14903,0.1911973357200622
14929,0.2315044701099395
14935,0.7352250814437866
15253,0.1225200146436691
14937,0.1631268560886383
14949,0.3634406328201294
14951,0.1361193060874939
14676,0.4635394215583801
15000,0.236845850944519
15014,0.2505578100681305
14712,0.2416667938232422
15022,0.2165891379117965
15037,0.520577609539032
15041,0.204615369439125
14753,0.1653505563735962
15062,0.1268523335456848
15072,0.1662430465221405
14772,0.7464661598205566
14775,0.1376289129257202
15736,0.1313556730747223
15421,0.1166726052761077
15424,0.7255657911300659
15437,0.4592700600624084
15752,0.7087357044219971
15755,0.4870118796825409
2158,0.1230553165078163
2160,0.1824801862239837
2161,0.23432357609272
2490,0.4764491021633148
2493,0.5854675769805908
2497,0.6933637857437134
3120,0.166911095380783
3123,0.2608858048915863
2830,0.4550731778144836
3145,0.3254470229148865
2871,0.1479294598102569
3282,0.1846262812614441
3288,0.1619066298007965
2883,0.096654325723648
3187,0.435961902141571
2904,0.7695722579956055
2909,0.1448694020509719
3205,0.4635394215583801
3234,0.1747355461120605
3244,0.1571339964866638
3245,0.197700023651123
3248,0.7349750995635986
2960,0.4870118796825409
2964,0.7294397354125977
3260,0.2049933075904846
3275,0.2518669962882995
3279,0.7287729382514954
2984,0.1068343743681907
2987,0.0864685103297233
2992,0.0814038664102554
2708,0.1309923529624939
2718,0.1404396593570709
3022,0.2136424630880355
3036,0.33754962682724
2720,0.1189082786440849
2735,0.2051615118980407
3053,0.0956911072134971
3060,0.4635394215583801
3071,0.6776334047317505
3760,0.2447129786014557
12309,0.1774111986160278
12322,0.7051869630813599
12352,0.1451323330402374
12692,0.1339137405157089
12382,0.4635394215583801
12703,0.1021952107548713
12710,0.2312963008880615
12727,0.1350577175617218
12428,0.1288670003414154
12444,0.1137279942631721
12447,0.7734807729721069
12451,0.6522727012634277
77557,0.151677057147026
78505,0.4635394215583801
78821,0.1274177134037017
79784,0.1485403478145599
80100,0.1955444812774658
80423,0.1360792815685272
80437,0.751659631729126
80750,0.7826048135757446
81060,0.208937332034111
81068,0.1917499005794525
81075,0.2514265179634094
81381,0.5214798450469971
76604,0.166614294052124
77252,0.1649437993764877
77562,0.13020059466362
78212,0.0978352203965187
78214,0.8637723326683044
78518,0.4557282030582428
78520,0.2602419257164001
78521,0.6348028779029846
78857,0.1251126527786255
79163,0.1506749838590622
79803,0.2024015188217163
80123,0.1470530182123184
80136,0.776121199131012
80138,0.0830448046326637
80450,0.1966313868761062
80454,0.1353078335523605
80455,0.7348177433013916
80457,0.7667762637138367
81401,0.1645007133483886
2266,0.2029936015605926
2595,0.4398965835571289
2289,0.0795496776700019
2609,0.1918866336345672
2611,0.4635394215583801
2613,0.0718449354171752
2616,0.1653792411088943
2628,0.226346954703331
2654,0.151750385761261
2346,0.2066452801227569
2356,0.1868613362312317
2057,0.4853929877281189
2364,0.7085251808166504
2372,0.3337493240833282
2083,0.4635394215583801
2115,0.0921093374490737
2116,0.1480370610952377
2117,0.1710769683122635
2442,0.6842260360717773
2454,0.1639188081026077
2147,0.1621255874633789
71153,0.2801274359226227
66365,0.1270196288824081
66998,0.1429755091667175
67003,0.0847794786095619
67007,0.7061733603477478
67012,0.0815402492880821
67317,0.6875138282775879
57463,0.121055319905281
58098,0.1242765262722969
58105,0.1129943430423736
58414,0.1850608438253402
58420,0.820453941822052
58746,0.4764491021633148
59061,0.4635394215583801
59068,0.8223989009857178
59375,0.4849591553211212
59376,0.1874270290136337
59387,0.2091696858406067
59700,0.4784993231296539
60026,0.2871404886245727
60028,0.2235055863857269
60348,0.1711593717336654
60655,0.1336244046688079
60657,0.4635394215583801
60973,0.7634559869766235
56201,0.772084653377533
56525,0.1754017919301986
56837,0.2192915827035904
56843,0.1239503696560859
56845,0.1299477666616439
57164,0.4764491021633148
57805,0.1239310353994369
57806,0.1596419960260391
57808,0.2577383518218994
58111,0.1867484748363495
58436,0.7606076598167419
58447,0.2399666905403137
58751,0.5359137058258057
59073,0.2213647216558456
59396,0.2581888139247894
59405,0.4552640616893768
59716,0.5373837947845459
60037,0.2012573778629303
60045,0.5532428026199341
60357,0.1879133880138397
60363,0.0779919177293777
60672,0.7902016043663025
60684,0.4849591553211212
60687,0.2191866785287857
61006,0.2009577453136444
56220,0.1769268214702606
56222,0.1219027191400528
56539,0.0950448736548423
56540,0.1176189631223678
56548,0.1109572276473045
57497,0.155810922384262
57509,0.4635394215583801
57821,0.179177850484848
58135,0.1967536211013794
58458,0.4552640616893768
58790,0.6102847456932068
59424,0.1444935500621795
59425,0.1459512859582901
65474,0.1237637475132942
65484,0.1090602949261665
65797,0.1849885731935501
65810,0.2076912671327591
65812,0.0865028351545333
70503,0.4635394215583801
70505,0.1119098961353302
70825,0.2088723331689834
70831,0.1159065961837768
70832,0.1539822667837143
32454,0.1470605283975601
32781,0.6485108733177185
32789,0.1704987436532974
32812,0.1853636354207992
32506,0.145507737994194
32512,0.2872866988182068
32844,0.42307049036026
32845,0.7462175488471985
32852,0.5756767392158508
32875,0.0654929876327514
32897,0.4870118796825409
32585,0.231396809220314
32279,0.089852750301361
32600,0.6292827129364014
32610,0.147634282708168
32615,0.4635394215583801
32635,0.1130184829235076
32638,0.7307907938957214
32340,0.6972567439079285
32345,0.1539225280284881
32664,0.1107945367693901
32674,0.2423748224973678
32393,0.1955918073654174
32702,0.2048811465501785
32411,0.1603742837905883
33048,0.5265222191810608
33094,0.6266914010047913
33402,0.5187035202980042
33413,0.2924404144287109
33105,0.1274812966585159
